user_id,open_ts,close_ts,open_type,implicit_closed,censored,duration_s
17,1753107810586,1753107837779.0,auto,False,False,27.193
17,1753107898039,1753107982830.0,auto,False,False,84.791
17,1753113105326,1753113238005.0,auto,False,False,132.679
17,1753113310381,1753184967771.0,auto,True,False,71657.39
17,1753184967771,1753185050855.0,auto,True,False,83.084
17,1753185050855,1753185070511.0,auto,False,False,19.656
17,1753185093135,1753185125670.0,auto,False,False,32.535
17,1753185237676,1753185257926.0,auto,False,False,20.25
17,1753185361514,1753188369009.0,auto,False,False,3007.495
17,1753193993534,1753194217449.0,auto,False,False,223.915
17,1753194329163,1753194342832.0,auto,False,False,13.669
17,1753195042188,1753195102416.0,auto,False,False,60.228
17,1753195728168,1753195903100.0,auto,False,False,174.932
17,1753195987108,1753198162832.0,auto,False,False,2175.724
17,1753198786424,1753198836877.0,auto,True,False,50.453
17,1753198836877,1753198877261.0,auto,False,False,40.384
17,1753199121158,1753271865237.0,auto,True,False,72744.079
17,1753271865237,1753274542324.0,auto,False,False,2677.087
17,1753277545071,1753277673876.0,auto,True,False,128.805
17,1753277673876,1753278368240.0,auto,False,False,694.364
17,1753278926549,1753278933960.0,manual,False,False,7.411
17,1753281873522,1753281887670.0,manual,False,False,14.148
18,1751888250617,1751890795933.0,auto,False,False,2545.316
18,1751976816318,1751979239369.0,manual,False,False,2423.051
18,1753167079097,1753168590826.0,manual,True,False,1511.729
18,1753168590826,1753168613132.0,auto,False,False,22.306
19,1751990305889,1751993210756.0,auto,False,False,2904.867
19,1751998963719,1752000807127.0,auto,False,False,1843.408
19,1752001382427,1752002616294.0,auto,False,False,1233.867
19,1752009594179,1752009788037.0,auto,False,False,193.858
19,1752087363161,1752088740520.0,auto,False,False,1377.359
19,1752089152496,1752089259403.0,auto,False,False,106.907
19,1752089300534,1752092360436.0,auto,False,False,3059.902
19,1752092466780,1752097912523.0,auto,False,False,5445.743
19,1752097913234,1752097914423.0,manual,False,False,1.189
19,1752098597239,1752099600012.0,manual,False,False,1002.773
19,1752100384513,1752101024809.0,auto,False,False,640.296
19,1752172287913,1752172792258.0,auto,False,False,504.345
19,1752187007272,1752187080436.0,auto,False,False,73.164
19,1752187104093,1752261793213.0,auto,False,False,74689.12
